policy_id,policyholder_name,property_address,zone_id,coastal_zone_flag,construction_type,year_built,coverage_type,total_insured_value,policy_start_date,annual_premium
GC-000724,Robin Parker,"30848 Andrew Cape Apt. 841, Cape Verrin, Belmara County",Z3,Y,Frame,1995,Homeowners,336300.0,2023-05-31,2002.66
GC-000725,Sara Thomas,"36625 Perez Spur, Cape Verrin, Belmara County",Z3,Y,Frame,1950,Homeowners,149600.0,2025-11-22,1044.46
GC-000726,Stephen Carson,"2131 Howard Ridges, Millbrook, Belmara County",Z6,N,Masonry,1979,Homeowners,348800.0,2021-09-22,1174.87
GC-000727,Isaac Middleton,"92268 Greene Springs, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1996,Homeowners,357400.0,2025-01-06,1935.79
GC-000728,Steven Mcdaniel,"1475 Cochran Station Apt. 022, Marsh Point, Belmara County",Z2,Y,Masonry,1985,Homeowners,201200.0,2024-09-24,1027.69
GC-000729,James Griffith,"19642 Marcus Crossroad Apt. 655, Hollow Bay, Belmara County",Z5,N,Frame,1975,Commercial,2551300.0,2024-10-04,13521.02
GC-000730,John Dudley DDS,"36687 Patel View Apt. 619, Cape Verrin, Belmara County",Z3,Y,Frame,1984,Homeowners,305400.0,2022-08-20,1895.3
GC-000731,Kelsey Frank,"135 James Vista, Port Alden, Belmara County",Z1,Y,Masonry,1991,Homeowners,283100.0,2021-11-30,1414.01
GC-000732,Justin Rosario,"55247 Mary Plaza, Millbrook, Belmara County",Z6,N,Frame,2002,Homeowners,160900.0,2021-01-01,601.59
GC-000733,Susan Sanchez,"21260 Watson Squares, Marsh Point, Belmara County",Z2,Y,Masonry,1950,Commercial,337900.0,2024-09-30,2496.94
GC-000734,Kevin Woods,"25213 Alexander Village, Port Alden, Belmara County",Z1,Y,Frame,1958,Homeowners,296600.0,2021-06-20,2016.63
GC-000735,Brittany White,"847 Sharp Mills, Ridgeview, Belmara County",Z4,N,Masonry,1996,Homeowners,228500.0,2024-09-04,722.43
GC-000736,Melissa Mitchell,"09282 Randy Manors, Ridgeview, Belmara County",Z4,N,Masonry,1995,Homeowners,94500.0,2022-04-13,299.92
GC-000737,Sherri Spencer,"843 Huynh Groves Apt. 862, Cape Verrin, Belmara County",Z3,Y,Frame,1988,Commercial,1460800.0,2025-02-19,11444.56
GC-000738,Jennifer Brown,"89177 Delgado Lodge Suite 205, Marsh Point, Belmara County",Z2,Y,Frame,1999,Homeowners,436600.0,2024-10-25,2560.1
GC-000739,Chloe Rodriguez,"9503 Martin Coves, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,2024,Homeowners,186100.0,2024-03-16,969.21
GC-000740,Kyle Avila,"83034 Tiffany Port Apt. 970, Millbrook, Belmara County",Z6,N,Frame,2000,Homeowners,288200.0,2021-08-21,1086.03
GC-000741,Brandon Parker,"6835 Swanson Curve Apt. 568, Ridgeview, Belmara County",Z4,N,Masonry,1997,Homeowners,286800.0,2021-03-17,903.26
GC-000742,Robert Hernandez,"9042 Faith Common Apt. 332, Ridgeview, Belmara County",Z4,N,Frame,2018,Homeowners,317700.0,2021-09-10,1169.14
GC-000743,Candace Stuart,"2545 Williams Station Suite 339, Port Alden, Belmara County",Z1,Y,Superior (Reinforced Concrete),1993,Homeowners,392200.0,2021-10-21,1637.17
GC-000744,Tina Bradley,"02481 Davis Island Apt. 421, Marsh Point, Belmara County",Z2,Y,Masonry,1970,Homeowners,559200.0,2021-08-24,3014.38
GC-000745,Jack Davis,"747 Hines Mills, Ridgeview, Belmara County",Z4,N,Masonry,1984,Homeowners,261100.0,2025-07-28,863.59
GC-000746,Brenda Martinez,"54669 Scott Passage Suite 516, Marsh Point, Belmara County",Z2,Y,Masonry,1950,Homeowners,226600.0,2022-05-06,1306.91
GC-000747,Deborah Hutchinson,"038 Eric Cove, Marsh Point, Belmara County",Z2,Y,Frame,1968,Homeowners,358800.0,2023-07-29,2357.68
GC-000748,Christopher Ross,"67157 Day Viaduct, Port Alden, Belmara County",Z1,Y,Masonry,1987,Homeowners,263700.0,2021-12-06,1336.99
GC-000749,Brady Dennis,"3651 Peterson Rapids Suite 371, Ridgeview, Belmara County",Z4,N,Frame,1991,Homeowners,534800.0,2021-10-23,2086.15
GC-000750,Andrew Moore,"35909 Brown Valley Suite 673, Ridgeview, Belmara County",Z4,N,Masonry,1994,Homeowners,218200.0,2024-11-25,695.17
GC-000751,Sean Cisneros,"4212 Joshua Common Suite 768, Ridgeview, Belmara County",Z4,N,Frame,1987,Commercial,384000.0,2023-10-18,1948.16
GC-000752,Steven White,"65423 Mcmahon Orchard, Ridgeview, Belmara County",Z4,N,Frame,2009,Homeowners,297100.0,2024-10-10,1093.33
GC-000753,Michael Martin,"9608 Christian Shores Apt. 550, Port Alden, Belmara County",Z1,Y,Frame,1971,Homeowners,503300.0,2023-11-25,3272.74
GC-000754,Jimmy Hernandez,"64807 Cynthia Route Apt. 033, Millbrook, Belmara County",Z6,N,Frame,2014,Homeowners,304900.0,2026-04-23,1122.03
GC-000755,Joshua Martin,"53390 Cervantes Brook Suite 481, Hollow Bay, Belmara County",Z5,N,Masonry,1984,Homeowners,196400.0,2022-04-26,649.6
GC-000756,Mariah Bryant,"5868 Wilson Fall Suite 652, Marsh Point, Belmara County",Z2,Y,Frame,1973,Homeowners,180300.0,2025-07-28,1164.18
GC-000757,Carla Graham,"649 Wanda Valley Apt. 109, Cape Verrin, Belmara County",Z3,Y,Frame,1981,Homeowners,333600.0,2023-10-31,2093.14
GC-000758,Ashley Brady,"789 Elizabeth Walk, Cape Verrin, Belmara County",Z3,Y,Frame,1975,Homeowners,146300.0,2021-01-15,937.97
GC-000759,Daniel Gibson,"37157 Odonnell Rue Suite 053, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1967,Homeowners,183000.0,2021-05-23,1101.74
GC-000760,Debra Hopkins,"3060 Anthony Turnpike Suite 895, Port Alden, Belmara County",Z1,Y,Masonry Veneer,2024,Homeowners,151500.0,2025-11-29,789.01
GC-000761,Tyler Haney,"639 Poole Unions, Hollow Bay, Belmara County",Z5,N,Frame,1987,Homeowners,374500.0,2021-03-08,1482.9
GC-000762,Jessica Ayers,"265 Samuel Courts Apt. 819, Port Alden, Belmara County",Z1,Y,Frame,1983,Homeowners,340900.0,2025-03-13,2123.39
GC-000763,Sarah Burton,"253 Christopher Mews Apt. 920, Port Alden, Belmara County",Z1,Y,Frame,1955,Commercial,576600.0,2021-03-14,5073.58
GC-000764,Kimberly Compton,"27523 Kenneth Plain Apt. 640, Hollow Bay, Belmara County",Z5,N,Frame,1979,Commercial,848200.0,2025-02-19,4431.18
GC-000765,Timothy Burton,"79112 Green Falls, Port Alden, Belmara County",Z1,Y,Frame,2003,Homeowners,250500.0,2023-03-10,1446.0
GC-000766,Johnny Ward,"1706 Tommy Road, Millbrook, Belmara County",Z6,N,Frame,2005,Homeowners,199800.0,2023-05-21,738.21
GC-000767,Michael Brooks,"722 Smith Fall Apt. 155, Ridgeview, Belmara County",Z4,N,Masonry,1985,Homeowners,241000.0,2023-05-02,794.18
GC-000768,Mr. Joshua Moore,"39080 Javier Lakes Apt. 305, Hollow Bay, Belmara County",Z5,N,Frame,1976,Homeowners,216300.0,2021-05-24,891.5
GC-000769,Bradley Holt,"4731 Erickson Run, Hollow Bay, Belmara County",Z5,N,Masonry Veneer,1990,Homeowners,438700.0,2021-09-27,1568.37
GC-000770,Patrick Simpson,"42346 Brandy Trafficway Suite 237, Port Alden, Belmara County",Z1,Y,Superior (Reinforced Concrete),1960,Homeowners,173500.0,2021-04-21,815.12
GC-000771,Jeremy Carlson,"9196 Gonzalez Knoll Suite 172, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1991,Homeowners,205100.0,2024-07-20,1132.25
GC-000772,Tina King,"9856 Danny Valleys Suite 625, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1995,Homeowners,355500.0,2026-04-28,1932.91
GC-000773,Daniel Watson,"1050 Lewis Port, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1980,Homeowners,264700.0,2021-11-27,1521.93
GC-000774,Stephanie Hoffman,"9383 Ann Stravenue Apt. 966, Cape Verrin, Belmara County",Z3,Y,Frame,2005,Commercial,752300.0,2021-03-19,5519.99
GC-000775,Francisco Gonzalez,"0461 Shawn Rapid Suite 963, Cape Verrin, Belmara County",Z3,Y,Frame,1968,Commercial,1712600.0,2021-06-28,14418.56
GC-000776,Dominique Schneider,"4260 Matthew Brook, Millbrook, Belmara County",Z6,N,Frame,2015,Homeowners,406900.0,2022-12-09,1497.39
GC-000777,Brandon Lang,"5561 Snyder Causeway Suite 477, Ridgeview, Belmara County",Z4,N,Masonry,2011,Commercial,842800.0,2022-04-09,3282.71
GC-000778,Tracy Martinez,"103 Margaret Dam Apt. 563, Hollow Bay, Belmara County",Z5,N,Frame,2005,Homeowners,245200.0,2022-11-21,905.95
GC-000779,Corey Barrera,"004 Daniel Hollow Apt. 459, Marsh Point, Belmara County",Z2,Y,Masonry,1983,Homeowners,125100.0,2025-05-03,643.7
GC-000780,Jamie Hale,"712 Atkins Terrace, Hollow Bay, Belmara County",Z5,N,Masonry,2018,Homeowners,439800.0,2025-12-14,1336.99
GC-000781,Sarah Woodard,"188 Becky Shore Suite 457, Marsh Point, Belmara County",Z2,Y,Frame,1960,Homeowners,411300.0,2024-01-08,2777.73
GC-000782,Dennis Phillips,"8331 Teresa Circle, Millbrook, Belmara County",Z6,N,Masonry,1979,Homeowners,393600.0,2022-07-13,1325.77
GC-000783,Michael Mcdonald,"71539 Hodges Inlet Suite 281, Hollow Bay, Belmara County",Z5,N,Frame,2000,Commercial,1340500.0,2026-03-23,6472.15
GC-000784,Colleen Cox,"836 Casey Manors Apt. 491, Cape Verrin, Belmara County",Z3,Y,Superior (Reinforced Concrete),1962,Homeowners,162300.0,2024-01-27,757.35
GC-000785,Shawn Mcgee,"72407 Bell Crest, Port Alden, Belmara County",Z1,Y,Masonry,1975,Homeowners,267200.0,2022-01-21,1415.17
GC-000786,Angela Reynolds,"8685 Scott Land, Port Alden, Belmara County",Z1,Y,Masonry,1960,Homeowners,587300.0,2023-01-27,3276.55
GC-000787,Matthew Dennis,"43629 Moreno Park Suite 103, Hollow Bay, Belmara County",Z5,N,Masonry Veneer,2006,Homeowners,407900.0,2023-04-28,1370.54
GC-000788,Colleen Brown,"431 Joshua River, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1951,Homeowners,299800.0,2023-09-26,1904.86
GC-000789,Jennifer Long,"473 Kristi Key, Hollow Bay, Belmara County",Z5,N,Frame,1988,Commercial,5330100.0,2026-02-01,26940.88
GC-000790,Michele Roberts,"28974 George Springs, Port Alden, Belmara County",Z1,Y,Superior (Reinforced Concrete),1996,Homeowners,375300.0,2024-12-16,1548.76
GC-000791,Cody Yoder,"76502 Ibarra Extension, Ridgeview, Belmara County",Z4,N,Masonry Veneer,1986,Homeowners,389400.0,2024-03-01,1413.05
GC-000792,Sarah Wheeler,"073 Rodriguez Viaduct Apt. 943, Cape Verrin, Belmara County",Z3,Y,Frame,2013,Homeowners,151900.0,2024-02-03,866.44
GC-000793,Carol Thomas,"45775 Alvarado Glen, Hollow Bay, Belmara County",Z5,N,Superior (Reinforced Concrete),1996,Homeowners,240700.0,2022-04-17,640.84
GC-000794,Adam Gomez,"971 Jennings Stream Apt. 263, Port Alden, Belmara County",Z1,Y,Frame,1977,Homeowners,446500.0,2021-10-22,2842.27
GC-000795,Brenda Jimenez,"653 James Lane, Hollow Bay, Belmara County",Z5,N,Masonry Veneer,2010,Homeowners,451700.0,2023-05-16,1517.71
GC-000796,Tracie Wiley,"245 Myers Mall Suite 430, Cape Verrin, Belmara County",Z3,Y,Superior (Reinforced Concrete),1993,Homeowners,280800.0,2022-04-15,1172.15
GC-000797,Mia Flowers,"7954 Tara Parks, Hollow Bay, Belmara County",Z5,N,Masonry Veneer,2015,Homeowners,250200.0,2022-04-19,840.67
GC-000798,Bridget Becker,"824 Roberts Union Suite 070, Marsh Point, Belmara County",Z2,Y,Frame,1962,Homeowners,227000.0,2024-02-26,1522.69
GC-000799,Roger Martinez,"0650 John Keys Suite 882, Millbrook, Belmara County",Z6,N,Frame,2001,Homeowners,176500.0,2023-09-09,662.51
GC-000800,Michelle Thomas,"9143 Thomas Knoll, Cape Verrin, Belmara County",Z3,Y,Frame,1955,Commercial,520700.0,2024-05-20,4581.71
GC-000801,Michael Hughes,"44942 Shelton Islands Apt. 342, Hollow Bay, Belmara County",Z5,N,Masonry,2018,Homeowners,298400.0,2022-02-06,907.14
GC-000802,Curtis Torres,"782 Patton Village Suite 128, Marsh Point, Belmara County",Z2,Y,Frame,1971,Homeowners,229400.0,2024-07-25,1491.69
GC-000803,Erik Donovan,"5676 Murray Points Apt. 612, Ridgeview, Belmara County",Z4,N,Frame,1998,Homeowners,164000.0,2025-04-01,622.83
GC-000804,Elizabeth Sanchez,"98940 Martinez Skyway Apt. 787, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1988,Homeowners,246000.0,2022-08-09,1373.41
GC-000805,Angela Nelson,"9149 Vaughn Way, Cape Verrin, Belmara County",Z3,Y,Frame,1989,Commercial,4846100.0,2023-10-02,37824.83
GC-000806,Patrick Craig,"382 Taylor Spring, Marsh Point, Belmara County",Z2,Y,Masonry,1996,Homeowners,195900.0,2021-05-05,960.0
GC-000807,Brittney Fuller,"9311 Eric Crest, Cape Verrin, Belmara County",Z3,Y,Masonry Veneer,1969,Homeowners,591000.0,2023-01-21,3533.46
GC-000808,Danielle Garcia,"760 Kevin Orchard, Cape Verrin, Belmara County",Z3,Y,Frame,1965,Homeowners,132800.0,2024-12-04,881.72
GC-000809,Dr. Sarah Payne,"916 Daisy Ferry Apt. 328, Port Alden, Belmara County",Z1,Y,Frame,2002,Homeowners,340900.0,2023-12-29,1975.61
GC-000810,Kimberly Alvarez,"1975 Myers Square Apt. 766, Port Alden, Belmara County",Z1,Y,Masonry Veneer,2011,Homeowners,222500.0,2021-03-20,1158.78
GC-000811,Drew Wilson,"94097 Rebecca Knoll Apt. 774, Ridgeview, Belmara County",Z4,N,Masonry,2023,Homeowners,99500.0,2024-08-30,302.48
GC-000812,Christopher Mason,"8681 Diana Knoll, Ridgeview, Belmara County",Z4,N,Masonry Veneer,1996,Homeowners,226000.0,2025-10-26,789.73
GC-000813,Kristine Stevens,"4617 Estes Rest, Millbrook, Belmara County",Z6,N,Masonry,2008,Homeowners,415900.0,2023-08-14,1264.34
GC-000814,Laura Pennington,"59959 Jones Burgs Apt. 311, Port Alden, Belmara County",Z1,Y,Frame,1973,Homeowners,183400.0,2021-02-25,1184.2
GC-000815,Mr. Franklin Hall DDS,"26610 Wilson Vista, Cape Verrin, Belmara County",Z3,Y,Masonry,2002,Homeowners,425300.0,2021-07-06,2036.08
GC-000816,Jessica Brooks,"51762 James Overpass, Hollow Bay, Belmara County",Z5,N,Frame,2019,Homeowners,177200.0,2022-03-23,652.1
GC-000817,Dustin Harris,"8319 Crystal Skyway, Cape Verrin, Belmara County",Z3,Y,Masonry Veneer,1972,Homeowners,498300.0,2021-02-10,2948.09
GC-000818,Andrew Taylor,"6981 Lopez Stream, Port Alden, Belmara County",Z1,Y,Frame,1978,Commercial,928700.0,2024-02-28,7547.34
GC-000819,Monica Rice,"97855 Laurie Mill, Marsh Point, Belmara County",Z2,Y,Frame,1978,Homeowners,441900.0,2023-03-29,2802.9
GC-000820,James Jones,"84117 Brett Plains, Millbrook, Belmara County",Z6,N,Frame,2004,Commercial,2934900.0,2021-06-01,13948.76
GC-000821,Danny Shepard,"5124 Amanda Garden Suite 690, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1971,Homeowners,442000.0,2025-04-02,2624.21
GC-000822,Stephanie Aguilar,"005 Green Isle Apt. 238, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1994,Homeowners,266400.0,2026-03-27,1454.01
GC-000823,Erin Todd,"71990 Zavala Mall, Cape Verrin, Belmara County",Z3,Y,Frame,1987,Homeowners,122300.0,2021-09-04,750.62
GC-000824,Lisa Miller,"40107 Debra Meadows Suite 430, Hollow Bay, Belmara County",Z5,N,Superior (Reinforced Concrete),1972,Commercial,637800.0,2021-12-04,2376.49
GC-000825,Allison Casey,"960 Williams Trafficway, Hollow Bay, Belmara County",Z5,N,Frame,2001,Homeowners,398900.0,2022-08-11,1497.31
GC-000826,Calvin Miles,"71955 Matthew Centers, Hollow Bay, Belmara County",Z5,N,Frame,2017,Homeowners,257300.0,2024-08-24,946.86
GC-000827,Brandon Smith,"890 Morgan Gateway Apt. 102, Hollow Bay, Belmara County",Z5,N,Masonry,2008,Homeowners,120800.0,2023-04-02,367.23
GC-000828,Douglas Edwards,"2967 Diane Club, Marsh Point, Belmara County",Z2,Y,Frame,2018,Homeowners,189900.0,2024-03-26,1083.19
GC-000829,Joshua Simpson,"74584 Alison Grove Suite 881, Cape Verrin, Belmara County",Z3,Y,Masonry,2024,Homeowners,253300.0,2022-10-28,1193.55
GC-000830,Steven Thornton,"1328 Kevin Plaza Apt. 152, Port Alden, Belmara County",Z1,Y,Frame,1985,Homeowners,567600.0,2024-12-30,3509.55
GC-000831,David Alexander,"07044 Evans Corner Apt. 496, Cape Verrin, Belmara County",Z3,Y,Frame,2010,Homeowners,341400.0,2022-12-31,1947.35
GC-000832,Scott Cruz Jr.,"2680 Johnson Track, Cape Verrin, Belmara County",Z3,Y,Masonry,1981,Homeowners,143400.0,2023-07-13,743.27
GC-000833,Alexander Franklin,"9305 Glenn Tunnel Apt. 186, Cape Verrin, Belmara County",Z3,Y,Frame,1987,Homeowners,270200.0,2024-09-22,1658.35
GC-000834,Tara Mitchell,"9984 Susan Mountain Apt. 204, Hollow Bay, Belmara County",Z5,N,Masonry,2007,Homeowners,208400.0,2024-07-15,633.54
GC-000835,Tiffany Miller,"459 Johnson Harbor, Ridgeview, Belmara County",Z4,N,Masonry Veneer,1974,Commercial,698300.0,2021-08-26,3390.97
GC-000836,Matthew Patton,"49542 Ford Mill, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1981,Homeowners,203900.0,2025-10-24,1168.1
GC-000837,Andrew Howard,"0914 Ashley Mill, Marsh Point, Belmara County",Z2,Y,Frame,2024,Homeowners,507200.0,2022-07-19,2893.07
GC-000838,Ralph Hill,"32290 Danny Camp Apt. 879, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1982,Homeowners,328000.0,2022-01-13,1872.21
GC-000839,Juan Perez,"0580 Michael Club Suite 181, Ridgeview, Belmara County",Z4,N,Masonry Veneer,2002,Homeowners,130600.0,2023-06-08,445.84
GC-000840,Gabriel Watson,"64205 Rogers Lodge Suite 749, Cape Verrin, Belmara County",Z3,Y,Masonry Veneer,1974,Commercial,3383000.0,2023-11-04,25463.37
GC-000841,Jacob Carter,"019 Lindsey Pass, Ridgeview, Belmara County",Z4,N,Frame,2001,Commercial,635600.0,2026-04-21,3056.79
GC-000842,Natalie Logan,"69026 Stephanie Fork Suite 818, Port Alden, Belmara County",Z1,Y,Frame,2024,Homeowners,477400.0,2024-11-21,2723.09
GC-000843,Lisa Hopkins,"4394 Mark Union Suite 375, Ridgeview, Belmara County",Z4,N,Masonry,2002,Homeowners,409800.0,2023-11-02,1265.72
GC-000844,Ashley Allen,"1588 Robin Shoal Suite 937, Hollow Bay, Belmara County",Z5,N,Masonry,2008,Homeowners,181500.0,2023-06-14,551.76
GC-000845,Crystal Carey,"369 Catherine Underpass, Marsh Point, Belmara County",Z2,Y,Frame,1975,Homeowners,236700.0,2022-04-14,1517.55
GC-000846,Erik Miller,"297 Rachel Wells Suite 021, Hollow Bay, Belmara County",Z5,N,Frame,1998,Homeowners,199400.0,2025-01-01,757.27
GC-000847,Ralph Dawson,"120 Johnson Expressway Apt. 288, Hollow Bay, Belmara County",Z5,N,Masonry Veneer,1996,Homeowners,405100.0,2022-02-14,1415.58
GC-000848,Sue Gomez,"834 Matthew Views Suite 999, Ridgeview, Belmara County",Z4,N,Frame,1968,Commercial,897900.0,2022-01-13,4877.11
GC-000849,Nathan Jones,"6764 Graves Street Apt. 981, Port Alden, Belmara County",Z1,Y,Masonry,1984,Homeowners,233000.0,2026-04-25,1194.51
GC-000850,Adam Watkins,"5728 Duffy Court Apt. 475, Cape Verrin, Belmara County",Z3,Y,Masonry,1986,Homeowners,144300.0,2026-05-30,734.34
GC-000851,Joseph Fox,"5652 Bobby Street Apt. 684, Hollow Bay, Belmara County",Z5,N,Masonry,2010,Homeowners,225300.0,2025-11-05,684.91
GC-000852,Lisa Garcia,"14477 Nicole Heights Suite 913, Cape Verrin, Belmara County",Z3,Y,Frame,1986,Commercial,768800.0,2022-06-14,6068.07
GC-000853,Brenda Clark,"90883 Tracy View, Port Alden, Belmara County",Z1,Y,Frame,2006,Homeowners,323200.0,2022-02-06,1843.53
GC-000854,Dale Mcmahon,"782 Phillips Creek Apt. 767, Marsh Point, Belmara County",Z2,Y,Frame,1983,Homeowners,200200.0,2022-03-12,1247.0
GC-000855,Sean Kaiser,"1315 William Harbor, Millbrook, Belmara County",Z6,N,Masonry Veneer,2010,Homeowners,894900.0,2025-06-13,3006.86
GC-000856,Nicolas Powers,"506 Sarah Underpass, Marsh Point, Belmara County",Z2,Y,Masonry,1967,Homeowners,90000.0,2024-08-26,490.24
GC-000857,Cheryl Grant,"032 Wiggins Forges, Port Alden, Belmara County",Z1,Y,Frame,1970,Homeowners,259500.0,2021-04-22,1693.34
GC-000858,Deborah Hernandez,"742 Cynthia Corners, Ridgeview, Belmara County",Z4,N,Masonry,1988,Commercial,520200.0,2023-06-10,2172.06
GC-000859,Shannon Curry,"1789 Jennifer Camp, Port Alden, Belmara County",Z1,Y,Masonry Veneer,1992,Homeowners,333700.0,2022-04-30,1835.23
GC-000860,Dennis James,"578 Natalie Ville, Ridgeview, Belmara County",Z4,N,Frame,2006,Homeowners,306200.0,2021-01-16,1126.82
GC-000861,Edgar Washington,"587 Davis Creek Suite 675, Port Alden, Belmara County",Z1,Y,Masonry,1979,Homeowners,335300.0,2025-01-22,1750.57
GC-000862,Jeffery Thompson,"156 Kim Orchard Suite 963, Millbrook, Belmara County",Z6,N,Masonry,1994,Homeowners,204400.0,2022-10-01,651.2
GC-000863,Derek Lewis,"85456 Lamb Manors Suite 404, Ridgeview, Belmara County",Z4,N,Frame,2013,Homeowners,152500.0,2022-12-11,561.2
GC-000864,Mr. Mark Williams,"3928 Kimberly Creek Suite 298, Cape Verrin, Belmara County",Z3,Y,Frame,1979,Homeowners,295800.0,2022-05-11,1869.47
GC-000865,Nathan Lang,"558 Diana Path, Marsh Point, Belmara County",Z2,Y,Frame,1980,Commercial,1441600.0,2023-09-17,11631.27
GC-000866,Joseph Galloway,"342 Rivera Forge Apt. 000, Hollow Bay, Belmara County",Z5,N,Frame,1994,Homeowners,288000.0,2026-04-16,1110.71
GC-000867,Kelsey Mason,"24403 Arthur Summit Apt. 662, Marsh Point, Belmara County",Z2,Y,Frame,1988,Homeowners,223200.0,2023-01-26,1364.8
GC-000868,Sherri Atkins,"86008 Cody Radial, Marsh Point, Belmara County",Z2,Y,Masonry Veneer,1968,Commercial,2551800.0,2023-04-16,19615.71
GC-000869,Cheyenne Obrien,"6804 Stevens Courts Suite 976, Ridgeview, Belmara County",Z4,N,Frame,2010,Commercial,1228000.0,2025-09-03,5790.02
GC-000870,Brandon Rasmussen,"4883 Smith Parks Suite 581, Hollow Bay, Belmara County",Z5,N,Masonry,1997,Homeowners,217000.0,2024-11-20,683.43
GC-000871,Kenneth Johnson,"5791 Cook Valleys, Millbrook, Belmara County",Z6,N,Superior (Reinforced Concrete),1998,Homeowners,241200.0,2025-06-22,637.23
GC-000872,Angela Hoffman,"9312 Jensen Mountains, Hollow Bay, Belmara County",Z5,N,Frame,1996,Commercial,1250600.0,2023-12-23,6132.44
GC-000873,Sara Hodges,"4645 Benjamin Spurs, Ridgeview, Belmara County",Z4,N,Frame,1995,Homeowners,830600.0,2022-03-10,3191.1
GC-000874,Jennifer Smith,"787 Chung Freeway, Hollow Bay, Belmara County",Z5,N,Frame,1997,Homeowners,246600.0,2024-04-05,940.16
GC-000875,Michael Robertson,"61620 April Crossing, Ridgeview, Belmara County",Z4,N,Frame,2024,Homeowners,394200.0,2025-01-09,1450.66
GC-000876,Jeffrey Stanton,"7287 Kaitlyn Plaza, Ridgeview, Belmara County",Z4,N,Frame,1988,Homeowners,565600.0,2023-06-17,2231.27
GC-000877,Adam Wilson,"485 Elliott Expressway Apt. 483, Millbrook, Belmara County",Z6,N,Frame,2000,Homeowners,516600.0,2022-07-14,1946.71
GC-000878,Tiffany Watson,"7352 Alice Village Suite 056, Cape Verrin, Belmara County",Z3,Y,Masonry,1992,Homeowners,345600.0,2024-10-22,1719.66
GC-000879,John Holder,"3318 Rivera Circle, Ridgeview, Belmara County",Z4,N,Frame,1997,Homeowners,323000.0,2022-12-08,1231.43
